# auto-battlebot velocity jig
# columns: t_us,count,gx,gy,gz,ax,ay,az  (raw int16 imu)
# encoder: quadrature x4 (constant column if unplugged)
# sample_rate_hz=1000 gyro_dps_per_lsb=0.070 accel_g_per_lsb=0.000244
2715109909,1,4,1,-8,13,32,-4077
2715110909,1,5,-6,-2,9,18,-4093
2715111909,1,2,-9,-4,10,20,-4095
2715112909,1,4,-5,-5,5,15,-4070
2715113909,1,4,-3,-6,-1,16,-4091
2715114909,1,0,-6,-5,10,9,-4090
2715115909,1,5,-5,-4,6,19,-4088
2715116909,1,7,-7,-10,25,13,-4098
2715117909,1,6,0,-4,0,16,-4089
2715118909,1,10,-4,-4,7,20,-4102
2715119909,1,3,-4,-8,11,22,-4088
2715120909,1,3,0,-14,1,15,-4099
2715121909,1,8,4,-9,-5,18,-4085
2715122909,1,5,-4,-10,2,10,-4101
2715123909,1,1,-3,-10,18,10,-4088
2715124909,1,2,-6,-9,-5,25,-4086
2715125909,1,0,-1,-8,7,-1,-4091
2715126909,1,1,-1,-9,-1,6,-4081
2715127909,1,3,-1,-8,-8,8,-4102
2715128909,1,8,-3,-4,27,10,-4081
2715129909,1,-1,-4,-7,12,10,-4088
2715130909,1,2,-3,-7,12,0,-4082
2715131909,1,0,-1,-5,9,23,-4102
2715132909,1,1,-5,-5,-3,17,-4096
2715133909,1,0,0,-7,4,16,-4084
2715134909,1,6,-7,-7,23,19,-4095
2715135909,1,3,0,-3,13,-6,-4095
2715136909,1,-4,2,-7,-16,15,-4094
2715137909,1,5,-6,-3,15,15,-4093
2715138909,1,4,-8,-4,11,12,-4093
2715139909,1,7,-8,-10,11,26,-4087
2715140909,1,6,-3,-4,9,29,-4087
2715141909,1,5,-2,-6,8,25,-4101
2715142909,1,9,-8,-7,-4,29,-4078
2715143909,1,-5,0,-9,7,38,-4083
2715144909,1,-3,-4,-9,5,20,-4083
2715145909,1,7,0,-6,11,22,-4086
2715146909,1,4,-1,-8,4,17,-4101
2715147909,1,2,-4,-6,8,19,-4098
2715148909,1,5,-5,-8,19,34,-4082
2715149909,1,3,-7,-7,3,20,-4085
2715150909,1,4,-5,-7,-5,10,-4092
2715151909,1,7,0,-8,-4,25,-4090
2715152909,1,8,-5,-4,4,27,-4098
2715153909,1,4,-7,-5,11,31,-4098
2715154909,1,1,-4,-5,8,32,-4088
2715155909,1,2,1,-3,16,12,-4089
2715156909,1,6,-8,-5,12,28,-4089
2715157909,1,8,-5,-4,-1,18,-4088
2715158909,1,5,-2,-6,-1,4,-4090
2715159909,1,4,-6,-7,-5,18,-4090
2715160909,1,-1,-2,-8,11,16,-4084
2715161909,1,3,-9,-11,11,23,-4084
2715162909,1,7,-3,-10,12,10,-4083
2715163909,1,-4,0,-6,1,21,-4072
2715164909,1,4,-4,-6,13,14,-4088
2715165909,1,-3,-1,-8,13,12,-4086
2715166909,1,4,-6,-10,20,8,-4082
2715167909,1,0,-3,-5,-2,9,-4095
2715168909,1,1,4,-9,9,26,-4096
2715169909,1,5,-5,-7,5,5,-4086
2715170909,1,11,-4,-6,0,12,-4078
2715171909,1,5,-5,-7,13,16,-4094
2715172909,1,7,-11,-4,20,13,-4084
2715173909,1,5,-4,-7,12,27,-4077
2715174909,1,4,-5,-6,3,22,-4079
2715175909,1,5,-7,-7,10,17,-4084
2715176909,1,-1,-2,-4,2,19,-4100
2715177909,1,3,-6,-4,2,18,-4096
2715178909,1,4,-3,-4,4,17,-4099
2715179909,1,5,-7,-9,-7,29,-4090
2715180909,1,7,-5,-13,-1,12,-4093
2715181909,1,6,-6,-11,2,29,-4099
2715182909,1,5,-6,-15,13,7,-4091
2715183909,1,2,-2,-11,26,24,-4103
2715184909,1,3,-5,-11,10,26,-4088
2715185909,1,5,-2,-6,6,26,-4098
2715186909,1,1,0,-15,7,19,-4089
2715187909,1,0,-4,-6,14,23,-4098
2715188909,1,3,-5,-3,21,10,-4098
2715189909,1,6,-7,-5,15,11,-4092
2715190909,1,3,-3,-9,9,17,-4083
2715191909,1,5,-1,-5,2,14,-4084
2715192909,1,0,-4,-7,12,9,-4088
2715193909,1,6,-5,-3,6,29,-4106
2715194909,1,8,-3,-3,15,29,-4085
2715195909,1,4,-2,-5,-6,0,-4084
2715196909,1,4,-7,-7,8,18,-4075
2715197909,1,3,-1,-7,2,13,-4092
2715198909,1,2,0,-6,10,23,-4096
2715199909,1,-1,-4,-7,6,12,-4092
2715200909,1,4,2,-5,21,24,-4089
2715201909,1,2,-2,-9,8,12,-4089
2715202909,1,0,-2,-4,-1,27,-4102
2715203909,1,7,-5,-4,29,13,-4081
2715204909,1,2,0,-6,6,21,-4090
2715205909,1,6,0,-8,5,15,-4093
2715206909,1,-1,-3,-5,17,13,-4111
2715207909,1,5,-9,-5,12,9,-4098
2715208909,1,6,-3,-6,-1,10,-4091
2715209909,1,5,-2,-6,6,16,-4106
2715210909,1,5,-1,-6,20,14,-4092
2715211909,1,2,3,-1,11,17,-4082
2715212909,1,4,-1,-2,-9,12,-4089
2715213909,1,-1,-1,-4,14,32,-4069
2715214909,1,4,-2,-3,5,9,-4081
2715215909,1,5,-3,-9,7,21,-4084
2715216909,1,2,-3,-7,4,12,-4082
2715217909,1,0,-7,-7,4,21,-4081
2715218909,1,5,-5,-12,15,14,-4105
2715219909,1,6,-2,-6,7,21,-4084
2715220909,1,-1,0,-7,12,13,-4093
2715221909,1,4,-7,-9,-5,9,-4095
2715222909,1,-3,-3,-10,17,27,-4096
2715223909,1,6,-6,-11,15,23,-4085
2715224909,1,3,-7,-10,4,6,-4081
2715225909,1,0,-5,-5,14,21,-4094
2715226909,1,7,-3,-6,-1,1,-4095
2715227909,1,-1,0,-3,-9,7,-4080
2715228909,1,5,-12,-1,14,5,-4095
2715229909,1,7,-1,-3,15,19,-4094
2715230909,1,2,-4,-9,12,17,-4097
2715231909,1,4,-8,-5,3,11,-4085
2715232909,1,-2,0,-8,8,5,-4095
2715233909,1,3,-5,-8,16,16,-4092
2715234909,1,3,-4,-8,4,14,-4102
2715235909,1,2,-1,-9,1,14,-4093
2715236909,1,4,-2,-7,1,21,-4083
2715237909,1,8,-3,-7,16,22,-4102
2715238909,1,3,-2,1,8,21,-4107
2715239909,1,1,-7,-4,-1,15,-4085
2715240909,1,3,-5,-4,9,25,-4094
2715241909,1,5,-2,-9,-7,18,-4089
2715242909,1,1,-3,-12,11,35,-4089
2715243909,1,0,2,-10,1,20,-4081
2715244909,1,2,-3,-3,21,28,-4089
2715245909,1,4,-4,-4,19,14,-4106
2715246909,1,2,-4,-5,15,30,-4096
2715247909,1,5,-4,-10,14,16,-4099
2715248909,1,4,-4,0,24,24,-4081
2715249909,1,6,-5,-7,19,14,-4086
2715250909,1,3,-2,-8,10,25,-4076
2715251909,1,4,1,-3,23,22,-4086
2715252909,1,4,-6,-6,14,23,-4084
2715253909,1,-1,-5,-6,21,25,-4088
2715254909,1,1,-4,-5,-5,30,-4077
2715255909,1,0,-5,-5,-2,27,-4082
2715256909,1,2,-2,-6,17,17,-4087
2715257909,1,7,-4,-9,4,13,-4090
2715258909,1,4,-2,-13,7,-4,-4098
2715259909,1,3,-4,-5,3,19,-4096
2715260909,1,1,-7,-11,4,19,-4092
2715261909,1,2,-2,-14,7,24,-4082
2715262909,1,4,0,-8,2,13,-4086
2715263909,1,4,-1,-9,6,33,-4071
2715264909,1,-3,0,-8,16,26,-4082
2715265909,1,2,-3,-8,20,22,-4086
2715266909,1,3,-7,-6,-1,25,-4088
2715267909,1,4,-2,-5,5,14,-4091
2715268909,1,1,-6,-11,-1,12,-4067
2715269909,1,2,-4,-9,9,8,-4099
2715270909,1,0,-4,-6,7,7,-4102
2715271909,1,1,-4,-10,23,27,-4089
2715272909,1,8,-5,-7,10,32,-4097
2715273909,1,-3,0,-6,8,22,-4095
2715274909,1,4,-8,-7,3,14,-4085
2715275909,1,0,-2,-7,10,17,-4087
2715276909,1,8,-4,-10,11,23,-4096
2715277909,1,1,-4,-11,-7,27,-4079
2715278909,1,7,-5,-8,-6,10,-4092
2715279909,1,6,-5,-6,11,21,-4089
2715280909,1,3,-3,-9,10,10,-4074
2715281909,1,7,-4,-7,7,20,-4072
2715282909,1,3,-1,-8,8,30,-4077
2715283909,1,6,-5,-7,12,21,-4083
2715284909,1,7,-7,-7,19,25,-4081
2715285909,1,2,-9,-4,7,20,-4092
2715286909,1,2,-3,-4,24,19,-4080
2715287909,1,2,-6,-2,14,8,-4082
2715288909,1,4,-5,-8,13,18,-4099
2715289909,1,7,-5,-5,18,13,-4089
2715290909,1,4,-2,-9,14,33,-4086
2715291909,1,1,-5,-4,11,22,-4094
2715292909,1,4,-1,-1,7,22,-4099
2715293909,1,4,0,-2,0,26,-4075
2715294909,1,5,-1,-3,-5,21,-4086
2715295909,1,3,-7,-3,2,14,-4094
2715296909,1,-1,-1,-6,0,11,-4098
2715297909,1,3,-3,-8,-6,1,-4081
2715298909,1,4,0,-4,29,17,-4082
2715299909,1,7,-5,-10,-1,17,-4090
2715300909,1,1,3,-7,0,16,-4082
2715301909,1,1,-4,-5,6,8,-4103
2715302909,1,4,-5,-9,-3,10,-4102
2715303909,1,5,-3,-7,11,23,-4106
2715304909,1,3,-3,-11,15,27,-4095
2715305909,1,3,0,-7,6,18,-4095
2715306909,1,11,-9,-12,16,25,-4103
2715307909,1,2,0,-6,22,24,-4103
2715308909,1,5,-6,-8,22,13,-4096
2715309909,1,7,-3,-10,11,29,-4107
2715310909,1,2,-2,-10,7,10,-4097
2715311909,1,2,-5,-9,5,20,-4099
2715312909,1,8,1,-5,-6,15,-4101
2715313909,1,8,-4,-8,7,7,-4096
2715314909,1,4,-1,-2,17,9,-4090
2715315909,1,5,-2,-2,25,8,-4087
2715316909,1,10,-4,-7,13,22,-4100
2715317909,1,6,-7,-5,-6,25,-4093
2715318909,1,1,0,-5,-1,25,-4082
2715319909,1,6,-4,-4,6,12,-4102
2715320909,1,7,-3,-7,31,16,-4104
2715321909,1,6,-8,-8,32,12,-4099
2715322909,1,1,-9,-6,17,16,-4102
2715323909,1,4,2,-9,18,21,-4102
2715324909,1,4,-7,-10,8,15,-4099
2715325909,1,3,-3,-7,2,23,-4097
2715326909,1,0,-4,-9,-8,21,-4102
2715327909,1,1,-3,-7,-8,21,-4112
2715328909,1,3,-3,-10,-5,20,-4099
2715329909,1,0,-3,-9,2,9,-4090
2715330909,1,3,-3,-8,6,17,-4081
2715331909,1,3,-5,-8,8,24,-4085
2715332909,1,2,-2,-8,-1,24,-4082
2715333909,1,0,-4,-10,14,7,-4088
2715334909,1,-2,-4,-5,1,28,-4074
2715335909,1,5,-5,-11,3,20,-4090
2715336909,1,2,-4,-4,12,17,-4092
2715337909,1,4,1,-9,8,20,-4101
2715338909,1,1,-4,-4,9,37,-4095
2715339909,1,-1,-3,-10,-1,18,-4105
2715340909,1,3,-3,-7,10,14,-4079
2715341909,1,7,-1,-5,-4,28,-4084
2715342909,1,3,-3,-3,16,9,-4096
2715343909,1,8,-1,-6,5,5,-4084
2715344909,1,-3,-3,-7,21,4,-4082
2715345909,1,3,-9,-7,14,18,-4090
2715346909,1,2,-2,-3,-3,19,-4103
2715347909,1,3,-4,-5,6,25,-4105
2715348909,1,5,-7,-5,12,11,-4078
2715349909,1,4,-4,-9,8,13,-4076
2715350909,1,5,-1,-5,4,27,-4080
2715351909,1,1,-10,-5,13,7,-4088
2715352909,1,4,-10,-8,15,19,-4078
2715353909,1,6,-8,-2,14,10,-4080
2715354909,1,2,-4,-2,15,9,-4079
2715355909,1,6,-4,-11,15,15,-4096
2715356909,1,5,-8,-3,6,29,-4075
2715357909,1,2,-3,-7,9,27,-4093
2715358909,1,5,2,-3,-9,25,-4074
2715359909,1,3,-2,-9,5,22,-4090
2715360909,1,7,-4,-11,-1,34,-4091
2715361909,1,1,-5,-7,13,28,-4075
2715362909,1,5,-3,-7,-5,24,-4084
2715363909,1,-1,-6,-10,6,14,-4064
2715364909,1,-1,-2,-9,1,10,-4070
2715365909,1,7,-3,-2,8,12,-4095
2715366909,1,3,-5,-4,16,16,-4089
2715367909,1,3,-2,-5,2,23,-4097
2715368909,1,6,-3,-9,4,31,-4089
2715369909,1,6,0,-7,-1,21,-4101
2715370909,1,6,-9,-9,18,16,-4117
2715371909,1,7,-3,-7,15,23,-4099
2715372909,1,6,-3,-11,11,4,-4099
2715373909,1,4,0,-9,23,30,-4097
2715374909,1,0,0,-3,-4,21,-4100
2715375909,1,4,-6,-7,12,20,-4105
2715376909,1,8,-5,-8,13,-1,-4083
2715377909,1,4,-3,-10,2,21,-4091
2715378909,1,0,-4,-12,9,21,-4096
2715379909,1,-2,1,-8,13,19,-4095
2715380909,1,1,-6,-7,9,13,-4086
2715381909,1,4,0,-10,9,27,-4080
2715382909,1,2,-3,-9,14,11,-4093
2715383909,1,2,-7,-6,2,23,-4078
2715384909,1,5,-6,-9,6,13,-4076
2715385909,1,-2,-2,-8,14,38,-4094
2715386909,1,10,-6,-8,2,22,-4086
2715387909,1,6,4,-9,16,22,-4067
2715388909,1,2,-1,-8,13,20,-4070
2715389909,1,4,-2,-10,11,8,-4101
2715390909,1,-4,-1,-6,7,17,-4097
2715391909,1,2,-6,-6,16,23,-4087
2715392909,1,4,-5,-8,11,16,-4079
2715393909,1,0,-1,-9,-1,13,-4103
2715394909,1,7,-9,-11,0,28,-4093
2715395909,1,7,-5,-7,7,18,-4101
2715396909,1,4,-4,-7,15,18,-4104
2715397909,1,5,-7,-7,5,18,-4099
2715398909,1,3,-3,-2,7,0,-4100
2715399909,1,6,-4,-9,19,35,-4116
2715400909,1,0,-4,-3,3,16,-4099
2715401909,1,1,-2,-7,8,22,-4105
2715402909,1,3,-4,-8,-5,13,-4090
2715403909,1,6,-4,-7,12,21,-4107
2715404909,1,5,-2,-6,7,20,-4104
2715405909,1,1,-7,-9,13,25,-4091
2715406909,1,7,-1,-10,-3,23,-4085
2715407909,1,6,-3,-7,3,26,-4091
2715408909,1,4,-5,-9,11,11,-4091
2715409909,1,3,-8,-6,9,14,-4083
2715410909,1,-1,-4,-5,1,30,-4087
2715411909,1,1,-7,-4,3,13,-4079
2715412909,1,6,-4,-6,10,26,-4082
2715413909,1,3,-8,-7,-2,18,-4081
2715414909,1,2,1,-2,11,9,-4081
2715415909,1,3,-10,-5,14,29,-4084
2715416909,1,2,-5,-7,26,27,-4085
2715417909,1,3,3,-4,20,23,-4093
2715418909,1,9,-7,-7,4,20,-4092
2715419909,1,10,2,-6,16,27,-4074
2715420909,1,2,-2,-7,9,8,-4080
2715421909,1,10,-4,-11,26,10,-4093
2715422909,1,6,-2,-6,3,17,-4102
2715423909,1,5,-2,-4,0,18,-4092
2715424909,1,10,-4,-5,2,20,-4102
2715425909,1,8,-1,-5,12,0,-4088
2715426909,1,6,-3,0,10,17,-4081
2715427909,1,3,-3,-1,8,16,-4105
2715428909,1,2,-4,-8,4,18,-4100
2715429909,1,8,-4,-11,0,10,-4093
2715430909,1,6,0,-4,9,23,-4100
2715431909,1,3,-3,-7,4,8,-4102
2715432909,1,8,-3,-4,-8,33,-4100
2715433909,1,5,-7,-4,-6,41,-4089
2715434909,1,8,-6,-6,2,22,-4096
2715435909,1,0,-3,-6,19,8,-4089
2715436909,1,4,-3,-5,3,16,-4100
2715437909,1,4,-5,-7,7,15,-4093
2715438909,1,4,0,-9,-3,14,-4098
2715439909,1,2,-3,-4,2,12,-4095
2715440909,1,0,-5,-10,25,13,-4109
2715441909,1,-2,-1,-8,8,28,-4083
2715442909,1,1,-3,-15,-10,14,-4103
2715443909,1,6,-9,-11,20,23,-4085
2715444909,1,4,-4,-10,4,14,-4083
2715445909,1,2,-6,-6,-1,17,-4083
2715446909,1,2,4,-6,13,19,-4092
2715447909,1,3,-6,-13,15,-1,-4085
2715448909,1,4,0,-7,13,21,-4085
2715449909,1,2,0,-5,6,31,-4084
2715450909,1,10,-6,-7,17,21,-4105
2715451909,1,-2,-4,-8,12,23,-4095
2715452909,1,0,-3,-3,9,30,-4103
2715453909,1,2,-7,-7,24,30,-4099
2715454909,1,1,-5,-7,11,14,-4085
2715455909,1,2,0,-5,1,13,-4092
2715456909,1,8,-5,-2,1,17,-4089
2715457909,1,0,2,-5,6,6,-4082
2715458909,1,4,-5,-4,0,22,-4098
2715459909,1,2,-5,-6,11,25,-4100
2715460909,1,-1,-1,-4,7,9,-4106
2715461909,1,12,-9,-7,-9,21,-4084
2715462909,1,11,-6,-10,24,23,-4085
2715463909,1,1,-5,-13,10,14,-4081
2715464909,1,5,0,-9,7,12,-4088
2715465909,1,0,2,-6,9,23,-4083
2715466909,1,3,-5,-8,9,15,-4068
2715467909,1,5,-3,-4,6,21,-4095
2715468909,1,1,-1,-6,4,24,-4103
2715469909,1,6,-3,-9,2,21,-4090
2715470909,1,-6,-6,-6,9,3,-4085
2715471909,1,9,-1,-5,20,15,-4088
2715472909,1,5,-5,-5,3,13,-4087
2715473909,1,3,-7,-6,1,20,-4092
2715474909,1,3,-5,-8,14,19,-4102
2715475909,1,5,-4,-6,16,17,-4093
2715476909,1,-1,-1,-6,1,32,-4091
2715477909,1,13,-4,-6,5,14,-4092
2715478909,1,4,-4,-5,-5,20,-4091
2715479909,1,0,-6,-9,-5,27,-4095
2715480909,1,1,-6,-10,-4,12,-4097
2715481909,1,2,2,-6,13,41,-4088
2715482909,1,1,-9,-5,-2,14,-4092
2715483909,1,6,-3,-2,1,25,-4088
2715484909,1,-1,1,-4,12,8,-4100
2715485909,1,3,-6,-3,9,15,-4084
2715486909,1,1,-1,-6,5,33,-4094
2715487909,1,-2,-4,-2,10,17,-4102
2715488909,1,8,-7,-4,-4,16,-4104
2715489909,1,3,-2,-7,8,5,-4084
2715490909,1,-6,-6,-8,18,18,-4085
2715491909,1,10,-3,-15,9,31,-4095
2715492909,1,3,-2,-6,3,20,-4082
2715493909,1,3,-8,-11,7,21,-4086
2715494909,1,3,-3,-8,12,14,-4079
2715495909,1,0,-1,-6,10,20,-4095
2715496909,1,2,-5,-9,7,29,-4092
2715497909,1,7,7,-3,2,26,-4079
2715498909,1,0,-3,-10,14,28,-4085
2715499909,1,3,-4,-3,5,12,-4083
2715500909,1,6,-7,-5,14,22,-4071
2715501909,1,10,-8,-7,10,26,-4083
2715502909,1,6,0,-6,3,17,-4075
2715503909,1,2,-9,-10,14,8,-4086
2715504909,1,5,-8,-7,18,20,-4102
2715505909,1,5,-6,-8,15,26,-4107
2715506909,1,-3,-2,-2,16,10,-4090
2715507909,1,9,-5,-7,20,3,-4089
2715508909,1,2,2,-9,7,17,-4085
2715509909,1,9,-7,-8,7,5,-4081
2715510909,1,2,-3,-7,10,10,-4080
2715511909,1,3,-6,-8,23,15,-4088
2715512909,1,6,-2,-10,6,19,-4093
2715513909,1,4,-3,-7,2,6,-4068
2715514909,1,2,-2,-8,20,26,-4086
2715515909,1,7,-6,-8,-4,7,-4080
2715516909,1,6,-2,-5,7,27,-4075
2715517909,1,10,-8,-7,-8,18,-4095
2715518909,1,-2,-7,-4,4,18,-4086
2715519909,1,5,-2,-5,11,14,-4088
2715520909,1,5,-7,-10,13,19,-4085
2715521909,1,3,1,-5,3,13,-4102
2715522909,1,9,-10,-7,0,5,-4090
2715523909,1,3,-4,-7,1,31,-4090
2715524909,1,1,1,-9,-6,21,-4091
2715525909,1,3,-9,-4,7,23,-4096
2715526909,1,2,-5,-9,14,31,-4083
2715527909,1,3,-2,-10,2,11,-4095
2715528909,1,3,-6,-8,12,18,-4112
2715529909,1,-2,1,-10,-6,8,-4106
2715530909,1,1,-5,-4,9,19,-4094
2715531909,1,5,-9,-6,2,28,-4105
2715532909,1,3,-3,-4,10,10,-4093
2715533909,1,5,-2,-7,9,9,-4085
2715534909,1,4,-2,-8,9,14,-4091
2715535909,1,-1,-1,-1,7,16,-4092
2715536909,1,-1,-5,-2,32,27,-4079
2715537909,1,6,-3,-7,15,16,-4077
2715538909,1,4,-3,-4,18,21,-4091
2715539909,1,7,-1,-6,4,18,-4099
2715540909,1,-1,-5,-11,8,16,-4097
2715541909,1,4,-4,-8,-5,22,-4079
2715542909,1,3,-2,-9,12,18,-4088
2715543909,1,7,-7,-7,-11,18,-4089
2715544909,1,2,-9,-8,12,27,-4092
2715545909,1,0,-1,-6,-8,22,-4080
2715546909,1,0,1,-5,-2,22,-4097
2715547909,1,3,-1,-8,26,33,-4080
2715548909,1,8,-5,-5,9,25,-4085
2715549909,1,7,-7,-6,3,24,-4091
2715550909,1,3,-4,-6,-3,26,-4081
2715551909,1,0,0,-5,-14,18,-4077
