# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_arm
# rate_hz=50.0 waveform=ang_step_full run=LOG-66.TXT
4037.645245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.665338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.685599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.705800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.726072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.746277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.766501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.786706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.806959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.827136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.847367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.867609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.887887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.908085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.928349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.948577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.968769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4037.989047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.009223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.029408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.049672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.069902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.090138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.110370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.130602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.150699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4038.170959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4039.737181,-0.0000,-0.0330,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4039.757367,-0.0000,-0.0330,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4039.777617,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.797774,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.818049,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.838210,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.858449,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.878727,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.898839,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.919125,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.939358,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.959519,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.979744,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4039.999926,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.020090,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.040352,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.060575,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.080653,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.100912,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.121091,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.141357,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.161451,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.181661,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.201902,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.222192,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.242290,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.262386,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.282626,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.302870,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.323047,-0.0000,-0.0330,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.343209,0.0000,0.0000,0.0000,0.0312,0.0312,0.0000,-0.0312,-1.0000
4040.363414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.383613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.403856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.424135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.444375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.464550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.484717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.504954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.525189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.545443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.565681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.585860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.606094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.626379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.646592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.666801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.687039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.707258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.727511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.747741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.767941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.788187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.808430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.828646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.848856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.869055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.889295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.909466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.929556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.949649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.969849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4040.990048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.010110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.030216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.050459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.070560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.090815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.110907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.131063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.151245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.171432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.191525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.211776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.231992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.252227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.272416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.292578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.312653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.332912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.353110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.373201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.393291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.413524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.433757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.453992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.474161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.494366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.514595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.534688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.554781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.575038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.595288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.615537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.635634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.655792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.676057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.696479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.716722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.736973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.757126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.777376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.797471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4041.817667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4042.576870,0.0000,0.0650,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4042.597108,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.617427,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.637642,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.657737,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.677998,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.698137,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.718241,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.738343,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.758448,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.778739,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.798964,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.819201,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.839407,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.859615,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.879831,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.900113,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.920213,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.940318,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.960393,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4042.980595,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.000852,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.021111,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.041299,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.061499,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.081753,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.101953,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.122161,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.142337,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.162568,0.0000,0.0650,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.182750,0.0000,0.0000,0.0000,-0.0625,-0.0625,0.0000,0.0625,-1.0000
4043.202913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.223079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.243147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.263396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.283602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.303843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.324063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.344240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.364337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.384429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.404520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.424736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.444933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.465189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.485287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.505381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.525537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.545757,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.566060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.586151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.606428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.626678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.646857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.667039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.687251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.707515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.727617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.747829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.767998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.788205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.808395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.828493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.848665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.868920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.889146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.909242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.929333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.949502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.969737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4043.989973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
4044.010176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000
